"","fall_type","name","stream_name","verifiedx","verifiedy","tallest_drop_feet","number_of_drops","source_dataset","source_date","total_height_feet","source_url"
"205","tiered","Mountain Stream Falls","Mountain Stream",-87.89371642,46.8696486309411,NA,3,"World Waterfall Database",2014-01-14,NA,NA
"206","tiered","Mulligan Falls","Mulligan Creek",-87.82698637,46.6841786109415,NA,NA,"World Waterfall Database",2014-01-14,NA,NA
"207","block","Nelson Canyon Falls","Nelson Creek",-89.57879687,46.392048450942,15,1,NA,2020-03-21,15,"https://www.worldwaterfalldatabase.com/waterfall/Nelson-Canyon-Falls-13236"
"208","segmented","Nimikon Falls","Presque Isle River",-89.85327532,46.6049152509417,15,1,NA,2020-03-21,15,"https://www.worldwaterfalldatabase.com/waterfall/Nimikon-Falls-13237"
"209","cascade","Morgan Falls","Morgan Creek",-87.43842258,46.5055449109418,20,1,NA,2020-03-21,20,"https://www.worldwaterfalldatabase.com/waterfall/Morgan-Falls-13227"
"210","horsetail","Miners Falls","Miners River",-86.53138594,46.4746486609419,35,1,NA,2020-03-21,35,"https://www.worldwaterfalldatabase.com/waterfall/Miners-Falls-13222"
"211","rapids","Nokomis Falls","Presque Isle River",-89.9098295485446,46.6467396325633,7,1,NA,2020-03-21,7,"https://www.worldwaterfalldatabase.com/waterfall/Nokomis-Falls-13238"
"212","slide","Nonesuch Falls","Little Iron River",-89.61600693,46.7545685009414,12,1,NA,2020-03-21,12,"https://www.worldwaterfalldatabase.com/waterfall/Nonesuch-Falls-13240"
"213","block","O Kun de Kun Falls","Baltimore River",-89.1523835786028,46.6512196673908,25,1,NA,2020-03-21,25,"https://www.worldwaterfalldatabase.com/waterfall/O-Kun-De-Kun-Falls-13241"
"214","cascade","Ogima Falls","Copper Creek",-89.92949701,46.6343384609416,NA,NA,NA,2020-03-21,10,"https://www.worldwaterfalldatabase.com/waterfall/Ogima-Falls-13244"
"215","tiered","Onion Falls","Onion Creek",-88.98417671,46.5699085209417,NA,2,"World Waterfall Database",2014-01-14,NA,NA
"216",NA,"Page Creek Falls","Page Creek",-88.35610654,46.7575285909414,NA,NA,NA,NA,NA,NA
"217","block","Peterson Falls","Montreal River",-90.20068706,46.4755684209419,15,1,NA,2020-03-21,15,"https://www.worldwaterfalldatabase.com/waterfall/Peterson-Falls-13253"
"218","block","Pewabeck Falls","Little Iron River",-89.58716693,46.8069085109413,NA,1,"World Waterfall Database",2014-01-14,NA,NA
"219","tiered","Pinkerton Falls","Pinkerton Creek",-89.89467701,46.7333384809414,10,2,NA,2020-03-21,NA,"https://www.worldwaterfalldatabase.com/waterfall/Pinkerton-Falls-13255"
"220","plunge","Plover Falls","Plover Creek",-89.17459679,46.6958385200001,NA,NA,NA,2020-03-21,NA,"https://www.waterfallsofthekeweenaw.com/plover-creek/plover-falls/"
"221","cascade","Pinnacle Falls","Yellow Dog River",-87.80698628878,46.7065522110525,NA,1,NA,2020-03-21,NA,"http://gowaterfalling.com/waterfalls/pinnacle.shtml"
"222","horsetail","Pauls Falls","Sante River",-88.69385738,46.9647218109409,NA,1,"World Waterfall Database",2014-01-14,NA,NA
"223","tiered","Plumbago Falls","Plumbago Creek",-88.43824655,46.6493885709416,NA,NA,NA,2020-03-21,70,"https://www.worldwaterfalldatabase.com/waterfall/Plumbago-Falls-13258"
"224","block","Quartzite Falls","Slate River",-88.24177651,46.7887986009413,8,1,NA,2020-03-21,8,"https://www.worldwaterfalldatabase.com/waterfall/Quartzite-Falls-13265"
"225","tiered","Quincy Falls","Quincy Creek",-88.46625663,47.1506786409405,NA,4,"World Waterfall Database",2014-01-14,NA,NA
"226",NA,"Rainbow Falls","Black River",-90.0437230743933,46.6588307154508,45,1,NA,2020-03-21,45,"https://www.worldwaterfalldatabase.com/waterfall/Rainbow-Falls-13269"
"227","block","Ravine River Falls","Ravine River",-88.1942265,46.8212886109412,NA,1,"World Waterfall Database",2014-01-14,NA,NA
"228","slide","Rock Bluff Falls","Matheson Creek",-89.1739567399999,46.36468847,NA,1,"World Waterfall Database",2014-01-14,NA,NA
"229","cascade","Rock Dam Falls","Pine Creek",-87.9811403721642,45.9009852508624,NA,1,"World Waterfall Database",2014-01-14,NA,NA
"230","block","Rock River Falls","Rock River",-86.97637607,46.41115862,20,1,NA,2020-03-21,20,"https://www.worldwaterfalldatabase.com/waterfall/Rock-River-Falls-13277"
"231","cascade","Rocky Forty Falls","Siemens Creek",-90.12009704,46.5080184309418,NA,1,"World Waterfall Database",2014-01-14,NA,NA
"232","segmented","Root Beer Falls","Planter Creek",-89.92832698,46.4900284409419,8,1,NA,2020-03-21,8,"https://www.worldwaterfalldatabase.com/waterfall/Root-Beer-Falls-13280"
"233","tiered","Saint Louis Falls",NA,-88.40896663,47.2288486509403,NA,NA,"World Waterfall Database",2014-01-14,NA,NA
"234","plunge","Scott Falls",NA,-86.81441603,46.437058640942,10,1,NA,2020-03-21,10,"https://www.worldwaterfalldatabase.com/waterfall/Scott-Falls-13291"
"235","punchbowl","Second City Falls","Middle Branch Escanaba River",-87.7163408361112,46.3949261593038,NA,1,NA,2020-03-21,NA,"https://www.worldwaterfalldatabase.com/waterfall/Second-City-Falls-13292"
"236","cascade","Sandhill Creek Falls","Sandhill Creek",-89.54524689,46.6447484909416,NA,1,NA,2020-03-21,NA,"https://www.worldwaterfalldatabase.com/waterfall/Sandhill-Creek-Falls-13285"
"237","cascade","Silver Creek Falls","Silver Creek",-87.03830609,46.394508620942,NA,NA,NA,NA,NA,NA
"238","horsetail","Silver Creek falls","Silver Creek",-88.33081663,47.3975286809398,NA,1,NA,2020-03-21,NA,"https://www.waterfallsofthekeweenaw.com/silver-creek/silver-creek-falls/"
"239","horsetail","Silver Bell Falls",NA,-86.97034608,46.4511686309419,30,1,NA,2020-03-21,30,"https://www.worldwaterfalldatabase.com/waterfall/Silver-Falls-13297"
"240","punchbowl","Slate River Falls","Slate River",-88.25128652,46.8307286009412,25,1,NA,2020-03-21,25,"https://www.worldwaterfalldatabase.com/waterfall/Slate-Falls-13302"
"241","slide","Slide Falls","Slate River",-88.24852652,46.8277486009412,NA,1,"World Waterfall Database",2014-01-14,NA,NA
"242","plunge","Spray Falls","Spray Creek",-86.41056592,46.5577086809418,70,1,NA,2020-03-21,70,"https://www.worldwaterfalldatabase.com/waterfall/Spray-Falls-13304"
"243","plunge","Tannery Falls","Tannery Creek",-86.62786596,46.415978650942,40,1,NA,2020-03-21,40,"https://www.worldwaterfalldatabase.com/waterfall/Tannery-Falls-13308"
"244",NA,"Tiger Falls","Schweitzer Creek",-87.57465626,46.403278580942,NA,NA,"World Waterfall Database",2014-01-14,NA,NA
"245",NA,"Tioga Falls","Tioga River",-88.34867652,46.5942185609417,NA,NA,NA,2020-03-21,10,"https://www.worldwaterfalldatabase.com/waterfall/Tioga-Falls-13312"
"246",NA,"Traders Falls","Little Carp River",-89.89352859,46.7514022609414,6,1,NA,2020-03-21,6,"https://www.worldwaterfalldatabase.com/waterfall/Traders-Falls-13314"
"247","cascade","Ten Foot falls","Eagle River",-88.28273661,47.39683868,10,1,NA,2020-03-21,10,"https://www.worldwaterfalldatabase.com/waterfall/Ten-Foot-Falls-13309"
"248","cascade","Trappers Falls","Little Carp River",-89.88472701,46.7327284809414,NA,NA,NA,2020-03-21,6,"https://www.worldwaterfalldatabase.com/waterfall/Trappers-Falls-13316"
"249","tiered","Turkey Neck Falls","Cedar Creek",-87.94668643,46.8270486209412,NA,NA,NA,2020-03-21,NA,"https://www.waterfallsofthekeweenaw.com/cedar-creek/turkey-neck-falls/"
"250","slide","Au Train Falls","Au Train River",-86.85176602,46.3384386209421,NA,2,NA,2020-03-21,10,"https://www.worldwaterfalldatabase.com/waterfall/Au-Train-Falls-13089"
"251","slide","Upper Chocolay Falls","East Branch Chocolay River",-87.27130615,46.3190085909422,NA,1,"World Waterfall Database",2014-01-14,NA,NA
"252",NA,"Upper Carp River Falls","Carp River",-87.5763701134492,46.5216906122804,8,NA,"World Waterfall Database",2014-01-14,NA,NA
"253","block","Upper Tahquamenon Falls","Tahquamenon River",-85.2566460400853,46.5748425500075,48,1,NA,2020-03-21,48,"https://www.worldwaterfalldatabase.com/waterfall/Tahquamenon-Falls-13327"
"254","slide","Upper Falls","Sturgeon River",-88.48839511,46.6218933109416,NA,1,"World Waterfall Database",2014-01-14,NA,NA
"255","block","Unnamed Falls River Falls","Falls River",-88.452539159482,46.7511350831768,12,NA,"World Waterfall Database",2014-01-14,12,NA
"256","tiered","Upper Falls","Salmon Trout River",-87.8605264,46.8116086309413,NA,3,"World Waterfall Database",2014-01-14,NA,NA
"257","slide","Upper Gratiot Falls","Gratiot River",-88.43307665,47.32867866,15,1,NA,2020-03-21,15,"https://www.worldwaterfalldatabase.com/waterfall/Upper-Falls-13324"
"258","fan","Upper Hungarian Falls","Dover Creek",-88.45196663,47.1740986409404,20,1,NA,2020-03-21,20,"https://www.worldwaterfalldatabase.com/waterfall/Upper-Hungarian-Falls-13330"
"259",NA,"Upper Leatherby Falls","West Branch Huron River",-88.1081732694035,46.7641185266798,NA,1,"World Waterfall Database",2014-01-14,NA,NA
"260","block","Upper O Kun de Kun Falls","Baltimore River",-89.15756677,46.6500485209416,10,1,NA,2020-03-21,10,"https://www.worldwaterfalldatabase.com/waterfall/Upper-O-Kun-de-Kun-Falls-13332"
"261","slide","Upper Penn Falls","East Branch Firesteel River",-88.95856674,46.8270785609412,NA,1,NA,2020-03-21,NA,"https://www.worldwaterfalldatabase.com/waterfall/Upper-Penn-Falls-13333"
"262","fan","Upper Rocky Forty Falls","Siemens Creek",-90.12133704,46.5056084309418,7,1,NA,2020-03-21,7,"https://www.worldwaterfalldatabase.com/waterfall/Upper-Rocky-Forty-Falls-13334"
"263","tiered","Upper Slate Falls","Slate River",-88.24816652,46.8286986009412,NA,2,NA,2020-03-21,NA,"https://www.worldwaterfalldatabase.com/waterfall/Upper-Slate-Falls-13336"
"264",NA,"Vista Falls","West Branch Sturgeon River",-88.86080669,46.6931885409415,NA,NA,NA,NA,NA,NA
"265","tiered","Wagner Falls","Wagner Creek",-86.64757597,46.388018640942,NA,NA,NA,2020-03-21,20,"https://www.worldwaterfalldatabase.com/waterfall/Wagner-Falls-13340"
"266","block","Agate Falls","Middle Branch Ontonagon River",-89.09027673,46.4808685,40,1,NA,2020-03-21,40,"https://www.worldwaterfalldatabase.com/waterfall/Agate-Falls-13084"
"267","segmented","Bathtub Falls","Big Carp River",-89.87764701,46.7625284909413,8,1,NA,2020-03-21,8,"https://www.worldwaterfalldatabase.com/waterfall/Bathtub-Falls-13090"
"268","plunge","Bear Cave Falls",NA,-86.3578053699999,41.8826079200001,NA,1,NA,2020-03-21,NA,"https://www.worldwaterfalldatabase.com/waterfall/Bear-Cave-Falls-13091"
"269","segmented","Big Falls","East Branch Huron River",-88.06973647,46.8384086209412,NA,1,NA,2020-03-21,20,"https://www.worldwaterfalldatabase.com/waterfall/Big-Falls-13092"
"270","tiered","Big Garlic Falls","Big Garlic River",-87.57325629,46.6818786309415,NA,NA,NA,NA,NA,NA
"271","cascade","Ajibikika Falls","Sucker Creek",-89.23730885,46.3300133109421,15,1,NA,2020-03-21,15,"https://www.worldwaterfalldatabase.com/waterfall/Ajibikota-Falls-13085"
"272","cascade","Alger Falls",NA,-86.64771597,46.39317864,NA,NA,NA,2020-03-21,20,"https://www.worldwaterfalldatabase.com/waterfall/Alger-Falls-13087"
"273","tiered","Birch Creek Falls","Birch Creek",-87.5875163,46.6927786309415,NA,2,NA,2020-03-21,NA,"https://www.worldwaterfalldatabase.com/waterfall/Birch-Creek-Falls-13096"
"274","tiered","Lower Falls","West Branch Sturgeon River",-88.79410667,46.7226485509414,NA,NA,"World Waterfall Database",2014-01-14,NA,NA
"275","block","White City Falls","Middle Branch Escanaba River",-87.71914968,46.390093180942,12,1,NA,2020-03-21,12,"https://www.worldwaterfalldatabase.com/waterfall/White-City-Falls-13345"
"276","tiered","Deer Creek Falls","White Deer Creek",-89.69755694,46.6527484809416,NA,NA,"World Waterfall Database",2014-01-14,NA,NA
"277","fan","Wildcat Falls","Scott and Howe Creek",-89.29228677,46.3464984609421,NA,1,"World Waterfall Database",2014-01-14,NA,NA
"278","fan","Woodys Waterfall",NA,-87.63914631,46.6399086209416,NA,1,"World Waterfall Database",2014-01-14,NA,NA
"279","tiered","Wyandote Falls","Misery River",-88.87620672,46.8892085709411,10,2,NA,2020-03-21,20,"https://www.worldwaterfalldatabase.com/waterfall/Wyandotte-Falls-13351"
"280","segmented","Yellow Dog Falls","Yellow Dog River",-87.7011929,46.7320230309414,NA,1,NA,2020-03-21,20,"https://www.worldwaterfalldatabase.com/waterfall/Yellow-Dog-Falls-13353"
"281","horsetail","Black River Falls","Black River",-87.78617632,46.393398570942,20,1,NA,2020-03-21,20,"https://www.worldwaterfalldatabase.com/waterfall/Black-River-Falls-13097"
"282","horsetail","Warner Falls","Warner Creek",-87.59916627,46.43338859,20,1,NA,2020-03-21,20,"https://www.worldwaterfalldatabase.com/waterfall/Warner-Falls-13341"
"283","cascade","Bridal Veil Falls",NA,-86.52359594,46.5087886709418,140,1,NA,2020-03-21,140,"https://www.worldwaterfalldatabase.com/waterfall/Bridal-Veil-Falls-13103"
"284","tiered","Bull Dog Falls #1","Yellow Dog River",-87.95189641,46.7150286109414,15,7,NA,2020-03-21,NA,"https://www.waterfallsofthekeweenaw.com/yellow-dog-river/bulldog-falls/"
"285","block","Canyon Falls","Sturgeon River",-88.4765243327181,46.6225223532962,15,1,NA,2020-03-21,15,"https://www.worldwaterfalldatabase.com/waterfall/Canyon-Falls-13107"
"286","tiered","Cascade Falls","Cascade Creek",-89.44620686,46.6518285000001,NA,NA,NA,2020-03-21,NA,"https://www.worldwaterfalldatabase.com/waterfall/Cascade-Falls-13110"
"287","tiered","Chapel Falls","Section Creek",-86.44429592,46.5289086709418,NA,2,NA,2020-03-21,60,"https://www.worldwaterfalldatabase.com/waterfall/Chapel-Falls-13115"
"288","tiered","Chippewa Falls","Black River",-90.08302705,46.5986484509417,NA,2,NA,2020-03-21,10,"https://www.worldwaterfalldatabase.com/waterfall/Chippewa-Falls-13119"
"289","tiered","Forty Foot Falls (Cliff Falls)","Cliff River",-87.97930644,46.8329486209412,NA,1,"World Waterfall Database",2014-01-14,40,NA
"290","tiered","Copper Falls","Owl Creek",-88.19609659,47.4305686909397,20,12,NA,2020-03-21,NA,"https://www.waterfallsofthekeweenaw.com/owl-creek/copper-falls/"
"291","tiered","Daults Falls","Daults Creek",-88.42612656,46.7136185809415,NA,2,NA,2020-03-21,20,"https://www.worldwaterfalldatabase.com/waterfall/Daults-Falls-13127"
"292","tiered","Dead River Falls","Dead River",-87.47840625,46.5684186209417,NA,NA,NA,2020-03-21,NA,"http://www.gowaterfalling.com/waterfalls/deadriver.shtml"
"293","cascade","Bushy Creek Falls","Bushy Creek",-87.69483634,46.7363686309414,NA,NA,"World Waterfall Database",2014-01-14,NA,NA
"294","tiered","Dee Lundeen Falls","West Branch Peshekee River",-88.03526642,46.5694285809417,6,2,NA,2020-03-21,10,"https://www.waterfallsofthekeweenaw.com/west-branch-peshekee-river/dee-lundeen-falls/"
"295","tiered","Duppy Falls","Jumbo River",-88.91139667,46.417488500942,4,3,NA,2020-03-21,NA,"https://www.waterfallsofthekeweenaw.com/jumbo-river/duppy-falls/"
"296","tiered","Ecstasy Falls","Slate River",-88.24761652,46.8264986009412,4,6,NA,2020-03-21,NA,"https://www.waterfallsofthekeweenaw.com/slate-river/ecstasy-falls/"
"297","tiered","Ely Falls","Ely Creek",-87.6870563,46.4385185809419,3,2,NA,2020-03-21,NA,"https://www.waterfallsofthekeweenaw.com/ely-creek/ely-falls/"
"298","tiered","Fenner Falls","Eagle River",-88.29348662,47.4041186809398,9,2,NA,2020-03-21,NA,"https://www.waterfallsofthekeweenaw.com/eagle-river/fenners-falls/"
"299","tiered","Frohling Falls","West Branch Chocolay River",-87.32948617,46.3603785909421,NA,2,"World Waterfall Database",2014-01-14,NA,NA
"300","tiered","Fumee Falls","Fumee Creek",-87.9784047530231,45.8065241590608,NA,3,NA,2020-03-21,25,"https://www.worldwaterfalldatabase.com/waterfall/Fumee-Falls-13145"
"301","tiered","Gabbro Falls","Black River",-89.9925166260327,46.5020361308775,NA,3,NA,2020-03-21,60,"https://www.worldwaterfalldatabase.com/waterfall/Gabbro-Falls-13146"
"302","tiered","Gomanche falls","Gomanche Creek",-88.35908655,46.7579085909414,10,2,NA,2020-03-21,NA,"http://gowaterfalling.com/waterfalls/gomanche.shtml"
"303","tiered","Gooseneck Creek Falls","Gooseneck Creek",-88.49526664,47.1340286309405,15,NA,NA,2020-03-21,NA,"https://www.worldwaterfalldatabase.com/waterfall/Gooseneck-Creek-Falls-13149"
"304","tiered","Greenstone Falls","Little Carp River",-89.83199699,46.7237984809414,NA,2,NA,2020-03-21,6,"https://www.worldwaterfalldatabase.com/waterfall/Greenstone-Falls-13153"
"305","tiered","Harley Falls #1","Harley Creek",-88.32603653,46.6881185809415,6,5,NA,2020-03-21,NA,"https://www.waterfallsofthekeweenaw.com/harley-creek/harley-falls/"
"306","tiered","Twin Falls","East Branch Salmon Trout River",-87.84818639,46.80691863,NA,NA,"World Waterfall Database",2014-01-14,NA,NA
"307","tiered","Horseshoe Falls",NA,-86.64224597,46.40382864,20,3,NA,2020-03-21,40,"https://www.worldwaterfalldatabase.com/waterfall/Horseshoe-Falls-13165"
"308","tiered","Douglass - Houghton Falls","Hammell Creek",-88.42763663,47.2070486509403,100,3,NA,2020-03-21,NA,"https://www.worldwaterfalldatabase.com/waterfall/Houghton-Falls-13166"
"309","tiered","Huron Creek Falls","Huron Creek",-88.58667667,47.1163386209405,NA,NA,NA,2020-03-21,NA,"https://www.waterfallsofthekeweenaw.com/huron-creek/huron-creek-falls/"
"310","tiered","Eighty Foot Falls (Ives Falls)","River Styx",-87.8423064,46.8542686309411,NA,3,"World Waterfall Database",2014-01-14,80,NA
"311","tiered","Jacob's Falls","Jacobs Creek",-88.2375858755999,47.427816765124,NA,3,NA,2020-03-21,40,"https://www.worldwaterfalldatabase.com/waterfall/Jacobs-Falls-13172"
"312","tiered","Kakabika Falls","Cisco Branch Ontonagon River",-89.45203682,46.33723845,NA,NA,NA,2020-03-21,30,"https://www.worldwaterfalldatabase.com/waterfall/Kakabika-Falls-13176"
"313","tiered","Kuckuk's Falls","Slate River",-88.24645652,46.8258386009412,NA,2,"World Waterfall Database",2014-01-14,NA,NA
"314","tiered","Letherby Falls","West Branch Huron River",-88.1019364699999,46.7815786100001,NA,2,"World Waterfall Database",2014-01-14,NA,NA
"315","tiered","Little Miners Falls","Little Miners River",-86.53135594,46.4804286609419,NA,2,NA,2020-03-21,40,"https://www.worldwaterfalldatabase.com/waterfall/Little-Miners-Falls-13187"
"316","tiered","Little Union Gorge Falls",NA,-89.62220694,46.7974485109413,NA,2,NA,2020-03-21,45,"https://www.worldwaterfalldatabase.com/waterfall/Little-Union-Gorge-Falls-13191"
"317","tiered","Lower Tahquamenon Falls","Tahquamenon River",-85.20459554,46.6035187609417,15,3,NA,2020-03-21,NA,"https://www.worldwaterfalldatabase.com/waterfall/Lower-Tahquamenon-Falls-13197"
"318","tiered","Lower Falls River Falls","Falls River",-88.45480657,46.7536385809414,NA,2,"World Waterfall Database",2014-01-14,13,NA
"319","tiered","Lower Falls","Salmon Trout River",-87.80470055,46.8148468509412,NA,4,"World Waterfall Database",2014-01-14,NA,NA
"320","tiered","Lower Montreal Falls","Montreal River",-87.84133647,47.3924587109398,NA,NA,"World Waterfall Database",2014-01-14,20,NA
"321","tiered","Lower Gleason Creek Falls","Gleason Creek",-89.33896683,46.6647185109416,NA,2,"World Waterfall Database",2014-01-14,NA,NA
"322","tiered","Manganese Gorge Falls","Manganese Creek",-87.8788265,47.4619187209396,NA,2,NA,2020-03-21,45,"https://www.worldwaterfalldatabase.com/waterfall/Manganese-Falls-13208"
"323","tiered","Middle Falls River Falls","Falls River",-88.45286028,46.7527438809414,NA,NA,"World Waterfall Database",2014-01-14,25,NA
"324","tiered","Middle Silver River Falls","Silver River",-88.35643654,46.7572785909414,6,NA,"World Waterfall Database",2014-01-14,NA,NA
"325","tiered","Mill Pond Falls","West Branch Sturgeon River",-87.84533628,45.9844985009426,NA,2,"World Waterfall Database",2014-01-14,NA,NA
