"X","state","country_code","shape","duration_seconds","summary","day_part","latitude","longitude","timezone","population","elevation_m","month","cyear"
165,"CA","US","disk",300,"UFO fly's over houses and lands a couple blocks away in a school baseball field.","afternoon",36.67774,-121.6555,"America/Los_Angeles",157380,16,7,"1960-1980"
166,"NY","US","disk",1200,"Saw spaceship lift off ground then jets were scrambled towards it.","night",43.1723,-73.32761,"America/New_York",929,147,8,"2000+"
167,"TX","US","disk",600,"Port Isabel Tx '89 Surreal close encounter with hovering disc.","afternoon",26.07341,-97.20858,"America/Chicago",5016,2,6,"1980-2000"
168,"ENG","GB","disk",600,"UFO dancing","night",51.88571,-0.52288,"Europe/London",51973,46,11,"2000+"
169,"CA","US","disk",10,"2 flying disks over Santa Ana.","afternoon",33.74557,-117.86783,"America/Los_Angeles",335400,35,3,"2000+"
170,"CA","US","disk",300,"flying orange brigt disk object with a second coming out below the center a dot bright green color","nautical dawn",37.70577,-122.46192,"America/Los_Angeles",106562,124,6,"2000+"
171,"FL","US","disk",420,"Bright UFO seen for 7 minutes crossing airline flight paths.","morning",28.07807,-82.76371,"America/New_York",57439,15,7,"2000+"
172,"WA","US","disk",1800,"My age was 8 at the time and I was in bed just starting to fall asleep. Mother was in the den calling me to come ""see something"". I did","night",47.61038,-122.20068,"America/Los_Angeles",139820,26,3,"1960-1980"
173,"CA","US","disk",300,"While sitting in the backyard, my friend and I talked about the day and we saw a green light, appear on the power line, at the same tim","morning",39.36378,-121.69358,"America/Los_Angeles",6582,29,6,"2000+"
174,"NY","US","disk",60,"It was a solid object with lights going around the middle of the object.","afternoon",40.65483,-73.6718,"America/New_York",19558,6,6,"1960-1980"
175,"NY","US","disk",120,"first sighting, felt compelled to report to an agency. this was not an airplane as far as i know.","afternoon",44.9281,-74.89186,"America/New_York",10629,70,6,"2000+"
176,"CA","US","disk",600,"A huge saucer with a 2nd story on top was in the air ahead of us.  It was fully lit as if w/ONE light; slowly floated/glided thru air w","nautical dusk",37.63049,-122.41108,"America/Los_Angeles",43185,5,6,"1980-2000"
177,"FL","US","disk",300,"Two brightly glowing objects sighted about 100 degees during twilight at about 40-50 degrees above the horizon.","night",26.92978,-82.04537,"America/New_York",18150,1,3,"1980-2000"
178,"WA","US","disk",1200,"2 disc objects with circular haze around them, red, blue and white lights on them. 2ft diameter, hovering 50ft off ground.","night",45.63873,-122.66149,"America/Los_Angeles",172860,52,3,"2000+"
179,"BC","CA","disk",600,"6 UFO's hovering erratically over stars in Chilliwack, BC.","night",49.16638,-121.95257,"America/Vancouver",93203,33,4,"2000+"
180,"CA","US","disk",600,"On the fantail on a uss warship while import in.  I looked up and seen three Green objects just hovering. ((anonymous report))","morning",32.71571,-117.16472,"America/Los_Angeles",1394928,20,11,"1960-1980"
181,"NY","US","disk",1200,"it was big enough to swollow it keep in mind this was a 4 or 5 bedroom home It was round or disk","afternoon",41.11815,-73.95542,"America/New_York",9107,54,6,"1960-1980"
182,"CA","US","disk",600,"I saw it until I went inside at home.It a disc shape.","night",37.79743,-121.21605,"America/Los_Angeles",75448,11,1,"2000+"
183,"NY","US","disk",600,"flat saucer-multiple white lights on the bottom,going on and off,one at a time, in rotation. light in center of disc (red?) altitude es","afternoon",41.78482,-73.93319,"America/New_York",1908,57,7,"1960-1980"
184,"CA","US","disk",1800,"huge disk with others nearby changing direction/speed in a blink of an eye. lights very quiet no noise at all. came over my apartment l","night",33.88835,-118.30896,"America/Los_Angeles",60447,15,11,"2000+"
185,"TX","US","disk",604800,"Saw fast moving disk in sky as well an entities in the craft","night",33.01457,-97.09696,"America/Chicago",71253,184,12,"2000+"
186,"WA","US","disk",30,"Flying Suacer(?) seen in August inTacoma/Puyallup neighborhood","afternoon",47.25288,-122.44429,"America/Los_Angeles",207948,74,8,"2000+"
187,"CA","US","disk",300,"It was round outline in red with lights in center and a glow aroung the object.","astronomical dusk",34.14806,-117.99895,"America/Los_Angeles",37463,174,8,"2000+"
188,"CA","US","disk",300,"dark disk in sky towards san bernardino mountains","nautical dusk",34.12834,-117.20865,"America/Los_Angeles",54854,399,9,"2000+"
189,"CA","US","disk",86400,"flying saucer had landed on a driveway then went straight up into a pinpoint in one second","afternoon",38.29714,-122.28553,"America/Los_Angeles",80434,6,6,"1960-1980"
190,"CA","US","disk",600,"Something high above the planes in Orange County?","morning",33.61252,-117.71283,"America/Los_Angeles",31748,113,10,"2000+"
191,"BC","CA","disk",21600,"A disk flew directly over my head. My mom and I continued to watch it for 5-6 hours.","nautical dusk",49.10107,-122.65883,"America/Vancouver",23606,2,1,"1980-2000"
192,"FL","US","disk",900,"UFO disc-shaped object hovering over sky.","night",25.77427,-80.19366,"America/New_York",441003,2,10,"2000+"
193,"NY","US","disk",600,"Disk shape craft with spinning lights over Rochester","nautical dusk",43.15478,-77.61556,"America/New_York",209802,154,6,"1960-1980"
194,"CA","US","disk",180,"3 Red Glowing UFOs","night",38.97795,-122.83944,"America/Los_Angeles",3353,422,3,"2000+"
195,"CA","US","disk",2400,"Floursent green ""stars"" that actually fly  in the skies over So. Cal.","night",33.95335,-117.39616,"America/Los_Angeles",322424,252,12,"2000+"
196,"CA","US","disk",1080,"((1st report from same witness))  9 Very brightly lit (red and yellow) saucer shaped crafts. Total time about 18 minutes","night",39.72849,-121.83748,"America/Los_Angeles",121345,60,4,"2000+"
197,"CA","US","disk",900,"Noticed red lights to the north of Simi appearing to be in the mountains, girlfriend thought she was seeing Magic Mountain","night",34.26945,-118.78148,"America/Los_Angeles",126788,234,6,"1960-1980"
198,"CA","US","disk",420,"In the summer of 1969 living in Starlight Estates located in Whittier, California and overlooks the city of Whittier.  Around 6:00 PM (","afternoon",33.97918,-118.03284,"America/Los_Angeles",87438,112,7,"1960-1980"
199,"ON","CA","disk",300,"Bright light traveling faster then an airplane across the sky with a shape.","nautical dusk",44.90452,-76.02333,"America/Toronto",8885,187,12,"2000+"
200,"TX","US","disk",1800,"It was so bright. It was daylight but it was long and skinny. I was on my way to work. I know someone else that seen the same thing 800","morning",30.3491,-94.17796,"America/Chicago",6688,25,2,"2000+"
201,"CA","US","disk",258,"2 large disk shaped saucers hovering over a part of the valley for 4 minutes, then dissappearing into the sky.","night",38.57574,-122.44998,"America/Los_Angeles",3051,533,10,"2000+"
202,"CA","US","disk",300,"Disk shaped object hovered briefly then travelled eastward, captured video footage of it as it left.","morning",38.35658,-121.98774,"America/Los_Angeles",96803,53,5,"2000+"
203,"NY","US","disk",180,"Saucer flies straight towards us slowly from 45 degree angle down, zooms quickly straight backwards at same angle","night",42.29341,-75.47935,"America/New_York",1325,303,10,"2000+"
204,"FL","US","disk",60,"A silver/metallic donut-shaped object heading north at a constant rate, appears to be spinning as it moves","morning",28.03446,-80.58866,"America/New_York",107888,5,5,"2000+"
205,"CA","US","disk",180,"object spraying a substance and had blue light.   ((NUFORC Note:  U. S. Navy missile launch.  PD))","night",36.74773,-119.77237,"America/Los_Angeles",520052,94,11,"2000+"
206,"AU","AU","disk",10,"UFO seen over Western Australian Skies.","night",-31.95224,115.8614,"Australia/Perth",2192229,2,1,"2000+"
207,"CA","US","disk",60,"i saw what i thought was a shooting star but then it dissapered only to turn itself upright and just hoover over the house tops. for se","astronomical dusk",33.83529,-117.9145,"America/Los_Angeles",350742,48,11,"1980-2000"
208,"ENG","GB","disk",360,"Saucer shaped craft, stationary in sky at night, white visible silhouette no surface detail","civil dusk",50.69688,-1.11159,"Europe/London",1213,189,4,"1980-2000"
209,"FL","US","disk",259200,"I could not move at first.","nautical dusk",25.77427,-80.19366,"America/New_York",441003,2,7,"-1960"
210,"CA","US","disk",120,"Fully visible  flying saucer","afternoon",39.72849,-121.83748,"America/Los_Angeles",121345,60,7,"1980-2000"
211,"TX","US","disk",15,"Silver, flat, shiny.","night",32.56319,-97.14168,"America/Chicago",64274,184,6,"2000+"
212,"TX","US","disk",720,"This huge object surely was seen by others just due to its tremendous size. No doubt about it: this was not any form of 'known' craft.","night",32.34764,-97.38668,"America/Chicago",30020,233,3,"2000+"
213,"ENG","GB","disk",120,"silver disc sighted on Waterloo Bridge, London, England in 1983","afternoon",51.50853,-0.12574,"Europe/London",8961989,189,5,"1980-2000"
214,"CA","US","disk",900,"multiple ship sighting in Santa Barbara","night",34.42083,-119.69819,"America/Los_Angeles",91842,15,8,"1960-1980"
215,"TX","US","disk",5,"I was driving to the hospital after work to visit my dad.   Suddenly, about 3 blocks ahead of me a disc lite object appeared.  It arriv","nautical dawn",26.21591,-98.32529,"America/Chicago",83298,43,10,"1960-1980"
216,"NY","US","disk",20,"Saucer like craft with round top and bottom. Strange texture and mixed colors... gliding just above trees.","astronomical dawn",43.18645,-77.8039,"America/New_York",3589,169,2,"2000+"
217,"WA","US","disk",300,"My mother and father in-law, My wife,our two boys,(4th & 5th grade) and myself observed a very bright green light through the kitchen w","morning",47.95434,-117.47689,"America/Los_Angeles",3941,647,11,"1960-1980"
218,"CA","US","disk",86400,"Very painful and terrifing.","nautical dusk",34.42333,-118.47203,"America/Los_Angeles",59530,409,7,"2000+"
219,"NY","US","disk",35,"UFO Disc covers their  identity behind dark clouds but was later seen from a sharp eye before taking off.","civil dusk",40.91149,-73.78235,"America/New_York",79846,26,10,"2000+"
220,"WA","US","disk",420,"Disc shaped object 8000' in SW Quadranttravelling N-S observed in Seattle from cornerof Aurora and Thomas.Object shimmered insunlight a","afternoon",47.60621,-122.33207,"America/Los_Angeles",737015,56,5,"1980-2000"
221,"CA","US","disk",60,"a dark metal sauser wobbling and hovering about 7 to 8 thousand feet. it stoped wobbling flew one mile west then went up and was hard t","morning",37.6391,-120.99688,"America/Los_Angeles",211266,28,4,"1980-2000"
222,"CA","US","disk",2280,"Strange Red Craft/ UFO Nightmares","afternoon",33.96168,-118.35313,"America/Los_Angeles",111666,40,7,"2000+"
223,"BC","CA","disk",480,"Metallic saucer puts on a show in plain view , broad daylight in busy populated area.","morning",48.4359,-123.35155,"America/Vancouver",289625,21,5,"2000+"
224,"CA","US","disk",1740,"After going on the back porch for a smoke, what I saw was unbeliveable, we moved to the parking lot for a better onobstructed view.","night",39.72849,-121.83748,"America/Los_Angeles",121345,60,4,"2000+"
225,"TX","US","disk",10,"((HOAX??))  Saw a 40 long by 12 ft tall saucer shoot up straight  up into  the air.","astronomical dusk",29.42412,-98.49363,"America/Chicago",1434625,198,1,"2000+"
226,"CA","US","disk",300,"While looking North my husband noticed a reddish object rising from the Northern Hemisphere.  He directed our attention to the object,","night",34.06862,-117.93895,"America/Los_Angeles",108484,117,8,"1980-2000"
227,"ON","CA","disk",15,"10 mile wide ship over Missasaga, Ont.","afternoon",43.70011,-79.4163,"America/Toronto",2600000,169,5,"2000+"
228,"FL","US","disk",691200,"Many UFOs gathering in the night sky above Sarasota. Noticed 1 on 7/10/2021 and the sky has been full of them since.","night",27.33643,-82.53065,"America/New_York",55118,7,7,"2000+"
229,"TX","US","disk",300,"Black disc craft hovering and sped away, silent, daytime and causing involuntary temporary paralysis with telepathic communication.","afternoon",32.73569,-97.10807,"America/Chicago",388125,184,8,"2000+"
230,"CA","US","disk",172800,"12-25-97 a disk shaped U.F.O. - top half silver, bottom black - hovered over Eagle Rock from 9am to 11am.","morning",34.05223,-118.24368,"America/Los_Angeles",3898747,89,12,"1980-2000"
231,"CA","US","disk",180,"3 saucers moving as if they were airplanes then third comes and beams them","morning",34.05529,-117.75228,"America/Los_Angeles",153266,259,2,"2000+"
232,"FL","US","disk",60,"Saucer-shaped object , about the size of two football fields traveling at high speed over air force base!","afternoon",27.94752,-82.45843,"America/New_York",384959,1,1,"2000+"
233,"CA","US","disk",2400,"1979 ufo  and entities sighting up close","afternoon",37.33939,-121.89496,"America/Los_Angeles",1026908,26,6,"1960-1980"
234,"NY","US","disk",45,"Shinny sliver and black saucer shape moving very fast in bright blue sky -","afternoon",40.71427,-74.00597,"America/New_York",8804190,10,7,"2000+"
235,"CA","US","disk",45,"It looked like a saucer... It was all light up and quite large in size.","night",37.33939,-121.89496,"America/Los_Angeles",1026908,26,11,"2000+"
236,"WA","US","disk",10,"Black disk.","morning",47.25288,-122.44429,"America/Los_Angeles",207948,74,3,"2000+"
237,"CA","US","disk",600,"A saucer disk shape hovering south of Tulare","nautical dusk",36.20773,-119.34734,"America/Los_Angeles",62315,88,3,"2000+"
238,"CA","US","disk",5,"Flying Saucer Seen Cruising Over I-5 Near Anaheim Late at Night","night",33.83529,-117.9145,"America/Los_Angeles",350742,48,3,"2000+"
239,"WA","US","disk",5,"Disk flew over raodway, unlit except from reflection of car lights","night",46.73791,-119.90282,"America/Los_Angeles",4548,234,11,"1980-2000"
240,"WA","US","disk",60,"Daytime UFO in Anacortes, WA","night",48.5126,-122.61267,"America/Los_Angeles",16403,7,7,"2000+"
241,"WA","US","disk",480,"First it was clear, like glass, than it turned to metal, purple and silver mixing, and than solid silver.","night",47.38093,-122.23484,"America/Los_Angeles",126952,13,5,"1960-1980"
242,"CA","US","disk",900,"UFO seen at Camp Pendleton, San Diego, CA.","night",32.71571,-117.16472,"America/Los_Angeles",1394928,20,3,"1980-2000"
243,"NY","US","disk",2700,"dark blue craft, ufo kenmore ny 1975 200' in the air 45 minutes","afternoon",42.96589,-78.87004,"America/New_York",15160,187,6,"1960-1980"
244,"FL","US","disk",1500,"Bright, stationary, larger than star or planet,","night",26.70562,-80.03643,"America/New_York",8612,2,3,"2000+"
245,"CA","US","disk",600,"Bright lght  with glowing red lights top and bottom changing speed and direction over Folsom","night",38.67796,-121.17606,"America/Los_Angeles",76375,67,11,"2000+"
246,"CA","US","disk",60,"UFO close to Oak hills","night",34.42639,-117.30088,"America/Los_Angeles",93295,971,12,"2000+"
247,"CA","US","disk",600,"A large sphere object  with many blinking lights in different colors.  ((NUFORC Note:  Possible flares over firing range.  PD))","nautical dusk",33.68641,-117.66088,"America/Los_Angeles",11698,270,2,"2000+"
